Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDF22,6.865,Low Fat,0.057152139,Snack Foods,211.8218,OUT017,Small,Tier 2,Supermarket Type1,4915.6014,15,Food
NCQ43,17.75,Non-Edible,0.11147467,Others,108.0912,OUT049,Medium,Tier 1,Supermarket Type1,1637.868,23,Non-Consumable
NCA42,12.857645184136183,Non-Edible,0.028410335,Household,158.0604,OUT027,Medium,Tier 3,Supermarket Type3,4595.3516,37,Non-Consumable
FDG08,12.857645184136183,Regular,0.289522833,Fruits and Vegetables,172.0764,OUT019,Small,Tier 1,Grocery Store,171.7764,37,Food
NCP17,19.35,Non-Edible,0.0,Health and Hygiene,65.3168,OUT010,Small,Tier 3,Grocery Store,191.7504,24,Non-Consumable
FDS19,13.8,Regular,0.064207277,Fruits and Vegetables,76.0012,OUT046,Small,Tier 1,Supermarket Type1,1214.4192,25,Food
DRQ35,9.3,Low Fat,0.042463728,Hard Drinks,121.9388,OUT018,Medium,Tier 3,Supermarket Type2,1114.5492,13,Drinks
FDR25,17.0,Regular,0.139521931,Canned,266.8884,OUT046,Small,Tier 1,Supermarket Type1,5034.7796,25,Food
NCB43,20.2,Non-Edible,0.0,Household,187.1898,OUT013,High,Tier 3,Supermarket Type1,2993.4368,35,Non-Consumable
FDQ28,14.0,Regular,0.060768862,Frozen Foods,154.8656,OUT017,Small,Tier 2,Supermarket Type1,1390.1904,15,Food
FDK24,9.195,Low Fat,0.101294945,Baking Goods,46.2744,OUT046,Small,Tier 1,Supermarket Type1,1086.5856,25,Food
NCN06,8.39,Non-Edible,0.120474481,Household,165.5868,OUT035,Small,Tier 2,Supermarket Type1,1965.4416,18,Non-Consumable
FDS08,5.735,Low Fat,0.05695045,Fruits and Vegetables,177.937,OUT035,Small,Tier 2,Supermarket Type1,1587.933,18,Food
FDP27,8.155,Low Fat,0.119351235,Meat,190.153,OUT013,High,Tier 3,Supermarket Type1,4933.578,35,Food
FDE11,17.7,Regular,0.226122963,Starchy Foods,185.7924,OUT010,Small,Tier 3,Grocery Store,370.1848,24,Food
NCX30,16.7,Non-Edible,0.026620627,Household,249.2776,OUT046,Small,Tier 1,Supermarket Type1,4210.5192,25,Non-Consumable
DRI51,17.25,Low Fat,0.042480566,Dairy,173.4764,OUT017,Small,Tier 2,Supermarket Type1,2404.8696,15,Drinks
FDH31,12.857645184136183,Regular,0.0,Meat,98.2042,OUT019,Small,Tier 1,Grocery Store,198.4084,37,Food
FDR19,13.5,Regular,0.159720671,Fruits and Vegetables,147.6102,OUT046,Small,Tier 1,Supermarket Type1,4082.6856,25,Food
FDJ04,18.0,Low Fat,0.124348482,Frozen Foods,118.3124,OUT013,High,Tier 3,Supermarket Type1,948.0992,35,Food
FDP01,20.75,Regular,0.063684145,Breakfast,151.7682,OUT017,Small,Tier 2,Supermarket Type1,1372.2138,15,Food
FDY35,17.6,Regular,0.016092971,Breads,45.8402,OUT018,Medium,Tier 3,Supermarket Type2,1102.5648,13,Food
DRC36,13.0,Regular,0.0,Soft Drinks,173.6054,OUT013,High,Tier 3,Supermarket Type1,1751.054,35,Drinks
FDZ55,6.055,Low Fat,0.025552424,Fruits and Vegetables,158.492,OUT017,Small,Tier 2,Supermarket Type1,3994.8,15,Food
FDD11,12.85,Low Fat,0.030591255,Starchy Foods,251.404,OUT013,High,Tier 3,Supermarket Type1,2277.036,35,Food
NCJ29,10.6,Non-Edible,0.035336287,Health and Hygiene,87.0224,OUT018,Medium,Tier 3,Supermarket Type2,1193.1136,13,Non-Consumable
FDI52,18.7,Low Fat,0.104658344,Frozen Foods,121.2072,OUT035,Small,Tier 2,Supermarket Type1,1470.0864,18,Food
NCF06,6.235,Non-Edible,0.020198354,Household,257.9962,OUT046,Small,Tier 1,Supermarket Type1,517.9924,25,Non-Consumable
FDG16,15.25,Low Fat,0.089816808,Frozen Foods,217.3192,OUT046,Small,Tier 1,Supermarket Type1,5608.6992,25,Food
FDX07,19.2,Regular,0.022954444,Fruits and Vegetables,184.495,OUT049,Medium,Tier 1,Supermarket Type1,4028.09,23,Food
FDR14,11.65,Low Fat,0.174049032,Dairy,52.9298,OUT046,Small,Tier 1,Supermarket Type1,647.1576,25,Food
FDV36,18.7,Low Fat,0.044024163,Baking Goods,125.902,OUT010,Small,Tier 3,Grocery Store,126.502,24,Food
NCP14,8.275,Non-Edible,0.110739031,Household,103.3306,OUT018,Medium,Tier 3,Supermarket Type2,2404.2038,13,Non-Consumable
FDJ12,8.895,Regular,0.039008625,Baking Goods,209.0296,OUT013,High,Tier 3,Supermarket Type1,2285.0256,35,Food
FDL46,20.35,Low Fat,0.054277132,Snack Foods,117.3466,OUT018,Medium,Tier 3,Supermarket Type2,824.9262,13,Food
FDL21,15.85,Regular,0.007160908,Snack Foods,39.348,OUT045,Small,Tier 2,Supermarket Type1,719.064,20,Food
NCA30,19.0,Non-Edible,0.129226104,Household,190.5872,OUT013,High,Tier 3,Supermarket Type1,1890.872,35,Non-Consumable
NCN26,10.85,Non-Edible,0.0,Household,119.0808,OUT013,High,Tier 3,Supermarket Type1,2343.616,35,Non-Consumable
FDJ10,5.095,Regular,0.129479176,Snack Foods,139.7838,OUT035,Small,Tier 2,Supermarket Type1,1264.3542,18,Food
NCE18,10.0,Non-Edible,0.021512619,Household,247.775,OUT018,Medium,Tier 3,Supermarket Type2,3745.125,13,Non-Consumable
FDW21,5.34,Regular,0.005958918,Snack Foods,101.6358,OUT013,High,Tier 3,Supermarket Type1,1709.1086,35,Food
FDA55,17.2,Regular,0.056941603,Fruits and Vegetables,222.5088,OUT013,High,Tier 3,Supermarket Type1,5369.0112,35,Food
NCX30,12.857645184136183,Non-Edible,0.026491715,Household,247.2776,OUT027,Medium,Tier 3,Supermarket Type3,6191.94,37,Non-Consumable
FDA20,12.857645184136183,Low Fat,0.066298469,Fruits and Vegetables,186.824,OUT027,Medium,Tier 3,Supermarket Type3,6338.416,37,Food
FDT20,10.5,Low Fat,0.041360997,Fruits and Vegetables,39.5164,OUT013,High,Tier 3,Supermarket Type1,926.7936,35,Food
FDR11,10.5,Regular,0.142759833,Breads,159.3578,OUT049,Medium,Tier 1,Supermarket Type1,3048.6982,23,Food
FDU26,16.7,Regular,0.042792568,Dairy,118.6782,OUT018,Medium,Tier 3,Supermarket Type2,1549.3166,13,Food
NCY54,8.43,Non-Edible,0.177694846,Household,171.1422,OUT046,Small,Tier 1,Supermarket Type1,2586.633,25,Non-Consumable
FDP26,7.785,Low Fat,0.139552827,Dairy,105.6306,OUT046,Small,Tier 1,Supermarket Type1,418.1224,25,Food
FDK58,11.35,Regular,0.045052492,Snack Foods,102.6016,OUT049,Medium,Tier 1,Supermarket Type1,3137.2496,23,Food
NCK53,11.6,Non-Edible,0.037581243,Health and Hygiene,98.9042,OUT046,Small,Tier 1,Supermarket Type1,1488.063,25,Non-Consumable
FDY52,6.365,Low Fat,0.007342171,Frozen Foods,59.9536,OUT013,High,Tier 3,Supermarket Type1,980.0576,35,Food
NCU30,5.11,Non-Edible,0.034945416,Household,161.121,OUT045,Small,Tier 2,Supermarket Type1,2609.936,20,Non-Consumable
NCA18,10.1,Non-Edible,0.056030907,Household,115.1492,OUT013,High,Tier 3,Supermarket Type1,1737.738,35,Non-Consumable
FDX40,12.85,Low Fat,0.099553084,Frozen Foods,40.0164,OUT017,Small,Tier 2,Supermarket Type1,1312.9576,15,Food
FDX13,7.725,Low Fat,0.047782959,Canned,249.1092,OUT046,Small,Tier 1,Supermarket Type1,2490.092,25,Food
FDK36,12.857645184136183,Low Fat,0.007180374,Baking Goods,47.4034,OUT027,Medium,Tier 3,Supermarket Type3,631.8442,37,Food
NCP55,12.857645184136183,Non-Edible,0.019592289,Others,56.9614,OUT019,Small,Tier 1,Grocery Store,221.0456,37,Non-Consumable
FDO56,12.857645184136183,Regular,0.078758649,Fruits and Vegetables,116.3808,OUT019,Small,Tier 1,Grocery Store,234.3616,37,Food
NCT06,17.1,Non-Edible,0.0,Household,167.0842,OUT018,Medium,Tier 3,Supermarket Type2,1326.2736,13,Non-Consumable
FDX45,12.857645184136183,Low Fat,0.18358896,Snack Foods,154.663,OUT019,Small,Tier 1,Grocery Store,312.926,37,Food
NCJ06,20.1,Non-Edible,0.034623782,Household,118.9782,OUT013,High,Tier 3,Supermarket Type1,1549.3166,35,Non-Consumable
NCA41,16.75,Non-Edible,0.032586709,Health and Hygiene,191.9162,OUT046,Small,Tier 1,Supermarket Type1,4040.7402,25,Non-Consumable
NCB42,12.857645184136183,Non-Edible,0.008519718,Health and Hygiene,116.9492,OUT027,Medium,Tier 3,Supermarket Type3,2780.3808,37,Non-Consumable
FDE29,8.905,Low Fat,0.143010016,Frozen Foods,61.6878,OUT013,High,Tier 3,Supermarket Type1,1029.9926,35,Food
FDU24,6.78,Regular,0.0,Baking Goods,94.012,OUT013,High,Tier 3,Supermarket Type1,1211.756,35,Food
FDM58,16.85,Regular,0.079624087,Snack Foods,111.6544,OUT013,High,Tier 3,Supermarket Type1,2125.2336,35,Food
FDE44,14.65,Low Fat,0.17138805,Fruits and Vegetables,50.7692,OUT046,Small,Tier 1,Supermarket Type1,1034.6532,25,Food
DRH39,20.7,Low Fat,0.0,Dairy,78.467,OUT046,Small,Tier 1,Supermarket Type1,1607.907,25,Drinks
FDU33,12.857645184136183,Regular,0.235859408,Snack Foods,46.1402,OUT019,Small,Tier 1,Grocery Store,45.9402,37,Food
FDW08,12.1,Low Fat,0.148612263,Fruits and Vegetables,104.528,OUT049,Medium,Tier 1,Supermarket Type1,1384.864,23,Food
NCT30,9.1,Non-Edible,0.134393836,Household,48.0718,OUT010,Small,Tier 3,Grocery Store,47.2718,24,Non-Consumable
NCI54,15.2,Non-Edible,0.033599041,Household,107.7912,OUT046,Small,Tier 1,Supermarket Type1,1091.912,25,Non-Consumable
FDS16,15.15,Regular,0.066311153,Frozen Foods,145.776,OUT045,Small,Tier 2,Supermarket Type1,3954.852,20,Food
DRK39,12.857645184136183,Low Fat,0.049623924,Dairy,83.225,OUT027,Medium,Tier 3,Supermarket Type3,1498.05,37,Drinks
FDP24,20.6,Low Fat,0.13893181,Baking Goods,119.5756,OUT010,Small,Tier 3,Grocery Store,121.1756,24,Food
NCG18,15.3,Non-Edible,0.0,Household,103.5332,OUT035,Small,Tier 2,Supermarket Type1,3383.5956,18,Non-Consumable
DRI59,12.857645184136183,Low Fat,0.040636926,Hard Drinks,224.6088,OUT027,Medium,Tier 3,Supermarket Type3,4474.176,37,Drinks
NCO06,19.25,Non-Edible,0.107940533,Household,35.5558,OUT013,High,Tier 3,Supermarket Type1,305.6022,35,Non-Consumable
FDR15,9.3,Regular,0.03362713,Meat,156.1314,OUT017,Small,Tier 2,Supermarket Type1,620.5256,15,Food
FDE29,12.857645184136183,Low Fat,0.142436015,Frozen Foods,62.3878,OUT027,Medium,Tier 3,Supermarket Type3,1514.695,37,Food
FDN49,17.25,Regular,0.125200788,Breakfast,41.648,OUT035,Small,Tier 2,Supermarket Type1,679.116,18,Food
FDQ21,21.25,Low Fat,0.019407069,Snack Foods,119.3756,OUT013,High,Tier 3,Supermarket Type1,3271.7412,35,Food
FDE17,20.1,Regular,0.054445198,Frozen Foods,151.7366,OUT035,Small,Tier 2,Supermarket Type1,4836.3712,18,Food
NCI42,18.75,Non-Edible,0.01040777,Household,209.4954,OUT018,Medium,Tier 3,Supermarket Type2,2500.7448,13,Non-Consumable
FDZ21,17.6,Regular,0.039443715,Snack Foods,95.841,OUT017,Small,Tier 2,Supermarket Type1,1641.197,15,Food
FDX48,17.75,Regular,0.038042233,Baking Goods,154.2656,OUT018,Medium,Tier 3,Supermarket Type2,3398.2432,13,Food
FDH26,19.25,Regular,0.034770109,Canned,141.9496,OUT045,Small,Tier 2,Supermarket Type1,988.0472,20,Food
FDD50,18.85,Low Fat,0.141862435,Canned,171.0132,OUT049,Medium,Tier 1,Supermarket Type1,4396.9432,23,Food
FDL40,17.7,Low Fat,0.019438042,Frozen Foods,95.541,OUT010,Small,Tier 3,Grocery Store,96.541,24,Food
NCO02,12.857645184136183,Non-Edible,0.073012871,Others,67.5142,OUT027,Medium,Tier 3,Supermarket Type3,2306.997,37,Non-Consumable
FDF05,17.5,Low Fat,0.026848529,Frozen Foods,264.891,OUT013,High,Tier 3,Supermarket Type1,4996.829,35,Food
DRG25,10.5,Low Fat,0.019033838,Soft Drinks,185.624,OUT013,High,Tier 3,Supermarket Type1,6897.688,35,Drinks
NCA41,16.75,Non-Edible,0.032771033,Health and Hygiene,192.3162,OUT017,Small,Tier 2,Supermarket Type1,2308.9944,15,Non-Consumable
FDZ40,8.935,Low Fat,0.04026424,Frozen Foods,52.6298,OUT045,Small,Tier 2,Supermarket Type1,808.947,20,Food
FDT15,12.857645184136183,Regular,0.074729835,Meat,183.795,OUT019,Small,Tier 1,Grocery Store,549.285,37,Food
FDP46,15.35,Low Fat,0.074601506,Snack Foods,90.983,OUT035,Small,Tier 2,Supermarket Type1,1348.245,18,Food
DRG01,12.857645184136183,Low Fat,0.078576075,Soft Drinks,78.467,OUT019,Small,Tier 1,Grocery Store,229.701,37,Drinks
FDR23,15.85,Low Fat,0.081719458,Breads,178.037,OUT013,High,Tier 3,Supermarket Type1,2646.555,35,Food
FDF09,6.215,Low Fat,0.012173543,Fruits and Vegetables,36.4848,OUT045,Small,Tier 2,Supermarket Type1,447.4176,20,Food
FDK09,12.857645184136183,Low Fat,0.091318935,Snack Foods,230.7352,OUT027,Medium,Tier 3,Supermarket Type3,8474.3024,37,Food
DRJ11,9.5,Low Fat,0.085075063,Hard Drinks,189.0872,OUT035,Small,Tier 2,Supermarket Type1,3970.8312,18,Drinks
FDI32,17.7,Low Fat,0.174644552,Fruits and Vegetables,113.2834,OUT049,Medium,Tier 1,Supermarket Type1,1727.751,23,Food
NCG42,19.2,Non-Edible,0.041395775,Household,129.731,OUT018,Medium,Tier 3,Supermarket Type2,1298.31,13,Non-Consumable
FDA51,8.05,Regular,0.164679597,Dairy,112.1518,OUT046,Small,Tier 1,Supermarket Type1,1252.3698,25,Food
FDG57,14.7,Low Fat,0.121012632,Fruits and Vegetables,49.4034,OUT010,Small,Tier 3,Grocery Store,194.4136,24,Food
FDG34,11.5,Regular,0.037563325,Snack Foods,109.5254,OUT035,Small,Tier 2,Supermarket Type1,1627.881,18,Food
NCI43,19.85,Non-Edible,0.026115595,Household,49.0376,OUT017,Small,Tier 2,Supermarket Type1,143.8128,15,Non-Consumable
NCY53,20.0,Non-Edible,0.05848134,Health and Hygiene,113.3544,OUT046,Small,Tier 1,Supermarket Type1,2572.6512,25,Non-Consumable
FDC33,8.96,Regular,0.068880971,Fruits and Vegetables,195.3768,OUT013,High,Tier 3,Supermarket Type1,2759.0752,35,Food
NCK29,5.615,Non-Edible,0.125964559,Health and Hygiene,124.773,OUT049,Medium,Tier 1,Supermarket Type1,2956.152,23,Non-Consumable
FDS50,17.0,Low Fat,0.055746931,Dairy,220.0114,OUT017,Small,Tier 2,Supermarket Type1,2217.114,15,Food
NCJ30,5.82,Non-Edible,0.080804019,Household,171.479,OUT045,Small,Tier 2,Supermarket Type1,4074.696,20,Non-Consumable
FDQ07,12.857645184136183,Regular,0.086983591,Fruits and Vegetables,219.8456,OUT027,Medium,Tier 3,Supermarket Type3,1547.3192,37,Food
FDI20,19.1,Low Fat,0.064547828,Fruits and Vegetables,212.8586,OUT010,Small,Tier 3,Grocery Store,422.1172,24,Food
NCM06,12.857645184136183,Non-Edible,0.075361182,Household,155.6656,OUT027,Medium,Tier 3,Supermarket Type3,3243.7776,37,Non-Consumable
FDL15,12.857645184136183,Low Fat,0.081651443,Meat,152.5682,OUT019,Small,Tier 1,Grocery Store,152.4682,37,Food
NCL29,9.695,Non-Edible,0.190711254,Health and Hygiene,159.1604,OUT010,Small,Tier 3,Grocery Store,633.8416,24,Non-Consumable
FDB32,20.6,Low Fat,0.023585598,Fruits and Vegetables,94.7778,OUT017,Small,Tier 2,Supermarket Type1,1314.2892,15,Food
FDJ16,9.195,Low Fat,0.115064263,Frozen Foods,58.6246,OUT049,Medium,Tier 1,Supermarket Type1,868.869,23,Food
FDJ32,10.695,Low Fat,0.057909547,Fruits and Vegetables,60.4536,OUT045,Small,Tier 2,Supermarket Type1,183.7608,20,Food
FDO12,15.75,Low Fat,0.054920146,Baking Goods,195.8452,OUT035,Small,Tier 2,Supermarket Type1,4893.63,18,Food
NCB18,19.6,Non-Edible,0.041291169,Household,86.9514,OUT046,Small,Tier 1,Supermarket Type1,1416.8224,25,Non-Consumable
FDO37,12.857645184136183,Low Fat,0.021273161,Breakfast,229.1326,OUT027,Medium,Tier 3,Supermarket Type3,7393.0432,37,Food
FDV13,17.35,Regular,0.02758789,Canned,86.1856,OUT013,High,Tier 3,Supermarket Type1,703.0848,35,Food
FDF52,9.3,Low Fat,0.11178154,Frozen Foods,182.3292,OUT010,Small,Tier 3,Grocery Store,182.4292,24,Food
FDY11,6.71,Regular,0.02960641,Baking Goods,65.4142,OUT049,Medium,Tier 1,Supermarket Type1,1516.0266,23,Food
FDL20,17.1,Low Fat,0.129140919,Fruits and Vegetables,109.4886,OUT017,Small,Tier 2,Supermarket Type1,1667.829,15,Food
FDS45,5.175,Regular,0.029555773,Snack Foods,105.9622,OUT045,Small,Tier 2,Supermarket Type1,1693.7952,20,Food
DRJ13,12.65,Low Fat,0.063146492,Soft Drinks,159.6578,OUT018,Medium,Tier 3,Supermarket Type2,962.7468,13,Drinks
FDR37,16.5,Regular,0.066352552,Breakfast,181.2292,OUT049,Medium,Tier 1,Supermarket Type1,4195.8716,23,Food
FDS23,12.857645184136183,Low Fat,0.246678647,Breads,129.7994,OUT019,Small,Tier 1,Grocery Store,385.4982,37,Food
FDX13,7.725,Low Fat,0.047977607,Canned,249.5092,OUT018,Medium,Tier 3,Supermarket Type2,2241.0828,13,Food
FDT49,7.0,Low Fat,0.151712642,Canned,104.828,OUT045,Small,Tier 2,Supermarket Type1,1278.336,20,Food
FDY13,12.1,Low Fat,0.030174246,Canned,76.667,OUT049,Medium,Tier 1,Supermarket Type1,1531.34,23,Food
FDD47,7.6,Regular,0.238366442,Starchy Foods,171.8448,OUT010,Small,Tier 3,Grocery Store,852.224,24,Food
FDF20,12.85,Low Fat,0.055603753,Fruits and Vegetables,195.6768,OUT010,Small,Tier 3,Grocery Store,394.1536,24,Food
FDS32,17.75,Regular,0.029648306,Fruits and Vegetables,142.4838,OUT035,Small,Tier 2,Supermarket Type1,1264.3542,18,Food
FDJ44,12.857645184136183,Regular,0.105812357,Fruits and Vegetables,175.0396,OUT027,Medium,Tier 3,Supermarket Type3,4012.1108,37,Food
NCY30,20.25,Non-Edible,0.02593166,Household,182.5976,OUT013,High,Tier 3,Supermarket Type1,3078.6592,35,Non-Consumable
FDK33,12.857645184136183,Low Fat,0.019671473,Snack Foods,214.756,OUT019,Small,Tier 1,Grocery Store,213.056,37,Food
FDO31,6.76,Regular,0.028982682,Fruits and Vegetables,79.596,OUT046,Small,Tier 1,Supermarket Type1,1438.128,25,Food
FDG10,12.857645184136183,Regular,0.019153299,Snack Foods,57.6588,OUT019,Small,Tier 1,Grocery Store,400.8116,37,Food
DRI49,14.15,Low Fat,0.184254826,Soft Drinks,82.4276,OUT018,Medium,Tier 3,Supermarket Type2,1218.414,13,Drinks
NCA05,20.75,Non-Edible,0.025169703,Health and Hygiene,150.4734,OUT049,Medium,Tier 1,Supermarket Type1,1187.7872,23,Non-Consumable
FDZ13,7.84,Regular,0.153494979,Canned,48.935,OUT046,Small,Tier 1,Supermarket Type1,798.96,25,Food
DRI25,19.6,Low Fat,0.034093203,Soft Drinks,56.6614,OUT017,Small,Tier 2,Supermarket Type1,1492.0578,15,Drinks
NCA29,10.5,Non-Edible,0.045655118,Household,169.8106,OUT010,Small,Tier 3,Grocery Store,171.1106,24,Non-Consumable
FDX43,5.655,Low Fat,0.142732848,Fruits and Vegetables,167.95,OUT010,Small,Tier 3,Grocery Store,166.45,24,Food
FDZ08,12.5,Regular,0.110163385,Fruits and Vegetables,83.6592,OUT049,Medium,Tier 1,Supermarket Type1,1320.9472,23,Food
FDC58,10.195,Low Fat,0.041934387,Snack Foods,44.6428,OUT035,Small,Tier 2,Supermarket Type1,615.1992,18,Food
NCD54,12.857645184136183,Non-Edible,0.028868467,Household,146.3786,OUT027,Medium,Tier 3,Supermarket Type3,5056.751,37,Non-Consumable
FDM24,6.135,Regular,0.079312367,Baking Goods,151.7366,OUT035,Small,Tier 2,Supermarket Type1,3325.0052,18,Food
FDS12,9.1,Low Fat,0.174085625,Baking Goods,124.6362,OUT035,Small,Tier 2,Supermarket Type1,2390.8878,18,Food
NCN55,14.6,Non-Edible,0.059732844,Others,241.2538,OUT018,Medium,Tier 3,Supermarket Type2,5287.7836,13,Non-Consumable
NCP06,20.7,Non-Edible,0.039245805,Household,151.4366,OUT046,Small,Tier 1,Supermarket Type1,1511.366,25,Non-Consumable
FDB41,19.0,Regular,0.097510482,Frozen Foods,48.1718,OUT045,Small,Tier 2,Supermarket Type1,709.077,20,Food
FDJ16,9.195,Low Fat,0.114885647,Frozen Foods,59.6246,OUT046,Small,Tier 1,Supermarket Type1,1100.5674,25,Food
NCB18,12.857645184136183,Non-Edible,0.072295507,Household,89.7514,OUT019,Small,Tier 1,Grocery Store,88.5514,37,Non-Consumable
FDH38,6.425,Low Fat,0.010436256,Canned,115.5808,OUT035,Small,Tier 2,Supermarket Type1,3749.7856,18,Food
FDE59,12.15,Low Fat,0.104257037,Starchy Foods,34.0532,OUT010,Small,Tier 3,Grocery Store,179.766,24,Food
NCF30,17.0,Non-Edible,0.126440335,Household,125.2362,OUT049,Medium,Tier 1,Supermarket Type1,1384.1982,23,Non-Consumable
FDE35,12.857645184136183,Regular,0.0,Starchy Foods,59.8904,OUT027,Medium,Tier 3,Supermarket Type3,1757.712,37,Food
FDP49,12.857645184136183,Regular,0.120965853,Breakfast,55.8614,OUT019,Small,Tier 1,Grocery Store,110.5228,37,Food
NCQ05,12.857645184136183,Non-Edible,0.0,Health and Hygiene,152.0708,OUT027,Medium,Tier 3,Supermarket Type3,2106.5912,37,Non-Consumable
FDP49,9.0,Regular,0.069031467,Breakfast,55.0614,OUT013,High,Tier 3,Supermarket Type1,442.0912,35,Food
FDT12,6.215,Regular,0.049823839,Baking Goods,226.6062,OUT018,Medium,Tier 3,Supermarket Type2,677.1186,13,Food
NCM06,7.475,Non-Edible,0.126752975,Household,154.2656,OUT010,Small,Tier 3,Grocery Store,308.9312,24,Non-Consumable
FDV23,11.0,Low Fat,0.1062679,Breads,123.2046,OUT018,Medium,Tier 3,Supermarket Type2,3237.1196,13,Food
FDA44,19.7,Low Fat,0.053305463,Fruits and Vegetables,58.193,OUT049,Medium,Tier 1,Supermarket Type1,848.895,23,Food
DRD27,18.75,Low Fat,0.023820082,Dairy,97.6042,OUT013,High,Tier 3,Supermarket Type1,1488.063,35,Drinks
NCK53,11.6,Non-Edible,0.037549969,Health and Hygiene,101.2042,OUT013,High,Tier 3,Supermarket Type1,2281.6966,35,Non-Consumable
NCF19,13.0,Non-Edible,0.03525175,Household,48.0034,OUT018,Medium,Tier 3,Supermarket Type2,923.4646,13,Non-Consumable
NCY18,7.285,Non-Edible,0.031200065,Household,174.7054,OUT049,Medium,Tier 1,Supermarket Type1,6303.7944,23,Non-Consumable
FDN56,12.857645184136183,Regular,0.106538757,Fruits and Vegetables,145.4786,OUT027,Medium,Tier 3,Supermarket Type3,5779.144,37,Food
NCI55,18.6,Non-Edible,0.012673238,Household,121.5414,OUT049,Medium,Tier 1,Supermarket Type1,4020.7662,23,Non-Consumable
FDB28,6.615,Low Fat,0.093307668,Dairy,195.9426,OUT013,High,Tier 3,Supermarket Type1,2570.6538,35,Food
NCA18,10.1,Non-Edible,0.056191301,Household,115.7492,OUT045,Small,Tier 2,Supermarket Type1,579.246,20,Non-Consumable
FDC46,17.7,Low Fat,0.116542484,Snack Foods,182.6266,OUT046,Small,Tier 1,Supermarket Type1,3504.1054,25,Food
NCZ42,10.5,Non-Edible,0.011285795,Household,235.8248,OUT035,Small,Tier 2,Supermarket Type1,4266.4464,18,Non-Consumable
DRA59,12.857645184136183,Regular,0.127308434,Soft Drinks,186.6924,OUT027,Medium,Tier 3,Supermarket Type3,7033.5112,37,Drinks
DRB25,12.3,Low Fat,0.069742672,Soft Drinks,106.2938,OUT018,Medium,Tier 3,Supermarket Type2,1715.1008,13,Drinks
FDE24,12.857645184136183,Low Fat,0.093010026,Baking Goods,143.0812,OUT027,Medium,Tier 3,Supermarket Type3,3704.5112,37,Food
FDA57,18.85,Low Fat,0.03961061,Snack Foods,41.648,OUT013,High,Tier 3,Supermarket Type1,759.012,35,Food
FDZ46,7.485,Low Fat,0.069514712,Snack Foods,108.7228,OUT017,Small,Tier 2,Supermarket Type1,1326.2736,15,Food
FDX39,14.3,Regular,0.083147702,Meat,210.1586,OUT010,Small,Tier 3,Grocery Store,422.1172,24,Food
FDW35,10.6,Low Fat,0.011106465,Breads,42.7454,OUT049,Medium,Tier 1,Supermarket Type1,419.454,23,Food
FDZ55,12.857645184136183,Low Fat,0.02528566,Fruits and Vegetables,158.792,OUT027,Medium,Tier 3,Supermarket Type3,4474.176,37,Food
FDI04,13.65,Regular,0.072851756,Frozen Foods,197.1426,OUT013,High,Tier 3,Supermarket Type1,3954.852,35,Food
FDU46,12.857645184136183,Regular,0.011072421,Snack Foods,85.354,OUT027,Medium,Tier 3,Supermarket Type3,2077.296,37,Food
FDE14,13.65,Regular,0.031494041,Canned,98.87,OUT049,Medium,Tier 1,Supermarket Type1,2197.14,23,Food
FDX23,6.445,Low Fat,0.029667053,Baking Goods,94.4436,OUT013,High,Tier 3,Supermarket Type1,1134.5232,35,Food
NCN18,8.895,Non-Edible,0.0,Household,111.9544,OUT035,Small,Tier 2,Supermarket Type1,1565.9616,18,Non-Consumable
FDR02,16.7,Low Fat,0.022099982,Dairy,110.1886,OUT049,Medium,Tier 1,Supermarket Type1,1334.2632,23,Food
FDH04,6.115,Regular,0.011372972,Frozen Foods,89.6488,OUT046,Small,Tier 1,Supermarket Type1,1267.6832,25,Food
FDZ51,11.3,Regular,0.091310237,Meat,96.9094,OUT010,Small,Tier 3,Grocery Store,190.4188,24,Food
FDR15,9.3,Regular,0.033437991,Meat,153.2314,OUT046,Small,Tier 1,Supermarket Type1,2326.971,25,Food
NCQ30,7.725,Non-Edible,0.029117482,Household,123.0414,OUT049,Medium,Tier 1,Supermarket Type1,1583.9382,23,Non-Consumable
FDW45,18.0,Low Fat,0.039071642,Snack Foods,145.3418,OUT049,Medium,Tier 1,Supermarket Type1,882.8508,23,Food
FDQ52,17.0,Low Fat,0.119362409,Frozen Foods,249.4434,OUT035,Small,Tier 2,Supermarket Type1,5960.2416,18,Food
FDM01,12.857645184136183,Regular,0.094109236,Breakfast,102.9332,OUT027,Medium,Tier 3,Supermarket Type3,3691.1952,37,Food
FDE21,12.8,Low Fat,0.02299122,Fruits and Vegetables,114.9492,OUT045,Small,Tier 2,Supermarket Type1,1737.738,20,Food
FDH28,15.85,Regular,0.110010191,Frozen Foods,38.8506,OUT035,Small,Tier 2,Supermarket Type1,341.5554,18,Food
FDQ56,6.59,Low Fat,0.176748258,Fruits and Vegetables,82.7908,OUT010,Small,Tier 3,Grocery Store,83.8908,24,Food
DRM49,6.11,Regular,0.0,Soft Drinks,43.0086,OUT049,Medium,Tier 1,Supermarket Type1,713.7376,23,Drinks
